GRUPO;CONSULTA_PORTAL;TIPO_CONSULTA;FILTRO;CAMPO_PORTAL;VOCE_ESTA_AQUI;PERMITE_SELECAO;PERMITE_CLIQUE;POSSUI_TOOTIP;TOOLTIP_DESCRICAO_PORTAL;OBSERVACAO;ORIGEM_DADOS;CAMPO_ORIGEM_DADOS;DIMENSAO_ORIGEM_DADOS;TOOLTIP_ORIGEM_DADOS;PERIODICIDADE_ATUALIZACAO_PORTAL;FREQUENCIA_ATUALIZACAO_PORTAL;HORARIO_ATUALIZACAO_PORTAL
Despesas;restos a pagar;Pesquisa Básica;Órgão;Valor Pago no Ano;;não;não;sim;Soma do valor de restos a pagar processados e não processados referentes aos pagamentos efetuados através de movimentações bancárias, escriturais e apropriação contábil da despesa. O efetivo pagamento pode estar pendente de transmissão aos bancos e/ou sujeito a compensação bancária.;-;armazém SIAFI;Valor Pago processado + Valor pago não processado;Execução de Restos a pagar >> Restos a pagar ;;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;restos a pagar;Pesquisa Básica;Órgão;Valor a pagar;;não;não;sim;Diferença entre os valores de restos a pagar inscritos (processados e não processados) e o valor pago no ano selecionado.;Soma dos campos do Portal: (Valor Processado + Não processado) -  Valor pago ;#NA;CAMPO DISPONÍVEL APENAS NO PORTAL ;;;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;restos a pagar;Pesquisa Básica;Favorecido por CNPJ/CPF;Favorecido;;não;sim;sim;Quem recebeu recursos públicos estaduais pela prestação de serviço ou entrega do produto. Ex: prefeituras, servidores, empresas, entidades do terceiro setor, etc.;-;armazém SIAFI;Razão Social Credor;Execução de Restos a pagar >> Restos a pagar >> Credor- Restos a Pagar;;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;restos a pagar;Pesquisa Básica;Favorecido por CNPJ/CPF;CNPJ/CPF;;não;não;sim;Número de identificação. Pessoa Jurídica (CNPJ) e Pessoa física (CPF).;-;armazém SIAFI;CNPJ_CPF credor númerico;Execução de Restos a pagar >> Restos a pagar >> Credor- Restos a Pagar;;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;restos a pagar;Pesquisa Básica;Favorecido por CNPJ/CPF;Categoria Econômica;;não;não;sim;Classificação da despesa quanto ao impacto econômico que ela gera, podendo ser corrente (funcionamento dos órgãos, pagamentos dos servidores, etc) ou de capital (obras, equipamentos, etc).;-;armazém SIAFI;Categoria Econômica Despesa -Descrição;Execução de Restos a pagar >> Restos a pagar >> Natureza da despesa - Restos a Pagar;;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;restos a pagar;Pesquisa Básica;Favorecido por CNPJ/CPF;Grupo de Despesa;;não;não;sim;Classificação da despesa que agrega elementos de despesa quanto ao objeto do gasto (pessoal, juros, amortização da dívida, investimentos, etc.).;-;armazém SIAFI;Grupo de Despesa - Descrição;Execução de Restos a pagar >> Restos a pagar >> Natureza da despesa - Restos a Pagar;;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;restos a pagar;Pesquisa Básica;Favorecido por CNPJ/CPF;Elemento de Despesa;;não;sim;sim;Classificação da despesa quanto ao objeto do gasto (diárias, material de consumo, pensões, locação de imóveis, etc.).;-;armazém SIAFI;Elemento de Despesa - Descrição;Execução de Restos a pagar >> Restos a pagar >> Natureza da despesa - Restos a Pagar;;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;restos a pagar;Pesquisa Básica;Favorecido por CNPJ/CPF;Fonte de Recursos;;não;não;sim;Origem dos recursos utilizados para realizar esta despesa.;-;armazém SIAFI;Fonte de Recurso - Descrição;Execução de Restos a pagar >> Restos a pagar >> GMIFP - Restos a Pagar;;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;restos a pagar;Pesquisa Básica;Favorecido por CNPJ/CPF;Modalidade de Aplicação;;não;não;sim;Indica se os recursos são aplicados diretamente por órgãos ou entidades no âmbito da mesma esfera de Governo ou por outro ente da Federação.;-;armazém SIAFI;Modalidade de Aplicação - Descrição;Execução de Restos a pagar >> Restos a pagar >> GMIFP - Restos a Pagar;;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;restos a pagar;Pesquisa Básica;Favorecido por CNPJ/CPF;Item de Despesa;;não;sim;sim;Desdobramento do elemento de despesa (material gráfico, medicamentos, diárias, etc).;-;armazém SIAFI;Item de Despesa - Descrição;Execução de Restos a pagar >> Restos a pagar >> Natureza da despesa - Restos a Pagar;;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;restos a pagar;Pesquisa Básica;Favorecido por CNPJ/CPF;Código;;não;não;sim;Código do órgão;-;armazém SIAFI;Unidade Orçamentária - código;Unidade Orçamentária;;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;restos a pagar;Pesquisa Básica;Favorecido por CNPJ/CPF;Órgão;;não;não;sim;Nome da unidade orçamentária que executou a despesa.;-;armazém SIAFI;Unidade Orçamentária - nome;Unidade Orçamentária;;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;restos a pagar;Pesquisa Básica;Favorecido por CNPJ/CPF;Data;;não;não;sim;Data de registro do documento de empenho no SIAFI (Sistema Integrado de Administração Financeira);-;armazém SIAFI;Data Registro Doc Empenho;Execução de Restos a pagar >> Restos a pagar >> Dados do Empenho- Restos a Pagar;;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;restos a pagar;Pesquisa Básica;Favorecido por CNPJ/CPF;Número do documento;;não;sim;sim;Número de identificação do documento de empenho no SIAFI (Sistema Integrado de Administração Financeira);-;armazém SIAFI;Número do Empenho;Execução de Restos a pagar >> Restos a pagar >> Dados do empenho - Restos a Pagar;;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;restos a pagar;Pesquisa Básica;Favorecido por CNPJ/CPF;Valor Inscrito processado;;não;não;sim;Restos a pagar processados são aqueles em que a despesa orçamentária percorreu os estágios de empenho e liquidação, restando pendente apenas o estágio do pagamento.;-;armazém SIAFI;Valor Inscrito Processado - Valor Cancelado Processado + Valor Restabelecido Processado;Execução de Restos a pagar >> Restos a pagar ;;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;restos a pagar;Pesquisa Básica;Favorecido por CNPJ/CPF;Valor Inscrito não processado;;não;não;sim;Restos a pagar não processados são aqueles em que a despesa orçamentária percorreu os estágios de empenho, restando pendente os estágio de liquidação e pagamento.;-;armazém SIAFI;Valor Inscrito não Processado - Valor Cancelado não Processado + Valor Restabelecido não Processado;Execução de Restos a pagar >> Restos a pagar ;;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;restos a pagar;Pesquisa Básica;Favorecido por CNPJ/CPF;Valor Pago no Ano;;não;não;sim;Soma do valor de restos a pagar processados e não processados referentes aos pagamentos efetuados através de movimentações bancárias, escriturais e apropriação contábil da despesa. O efetivo pagamento pode estar pendente de transmissão aos bancos e/ou sujeito a compensação bancária.;-;armazém SIAFI;Valor Pago processado + Valor pago não processado;Execução de Restos a pagar >> Restos a pagar ;;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;restos a pagar;Pesquisa Básica;Favorecido por CNPJ/CPF;Valor a pagar;;não;não;sim;Diferença entre os valores de restos a pagar inscritos (processados e não processados) e o valor pago no ano selecionado.;Campo exibido apenas no Portal da Transparência;#NA;CAMPO DISPONÍVEL APENAS NO PORTAL ;;;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;restos a pagar;Pesquisa Básica;Favorecido por nome;Favorecido;;não;sim;sim;Quem recebeu recursos públicos estaduais pela prestação de serviço ou entrega do produto. Ex: prefeituras, servidores, empresas, entidades do terceiro setor, etc.;-;armazém SIAFI;Razão Social Credor;Execução de Restos a pagar >> Restos a pagar >> Credor- Restos a Pagar;;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;restos a pagar;Pesquisa Básica;Favorecido por nome;CNPJ/CPF;;não;não;sim;Número de identificação. Pessoa Jurídica (CNPJ) e Pessoa física (CPF).;-;armazém SIAFI;CNPJ_CPF credor númerico;Execução de Restos a pagar >> Restos a pagar >> Credor- Restos a Pagar;;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;restos a pagar;Pesquisa Básica;Favorecido por nome;Categoria Econômica;;não;não;sim;Classificação da despesa quanto ao impacto econômico que ela gera, podendo ser corrente (funcionamento dos órgãos, pagamentos dos servidores, etc) ou de capital (obras, equipamentos, etc).;-;armazém SIAFI;Categoria Econômica Despesa -Descrição;Execução de Restos a pagar >> Restos a pagar >> Natureza da despesa - Restos a Pagar;;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;restos a pagar;Pesquisa Básica;Favorecido por nome;Grupo de Despesa;;não;não;sim;Classificação da despesa que agrega elementos de despesa quanto ao objeto do gasto (pessoal, juros, amortização da dívida, investimentos, etc.).;-;armazém SIAFI;Grupo de Despesa - Descrição;Execução de Restos a pagar >> Restos a pagar >> Natureza da despesa - Restos a Pagar;;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;restos a pagar;Pesquisa Básica;Favorecido por nome;Elemento de Despesa;;não;sim;sim;Classificação da despesa quanto ao objeto do gasto (diárias, material de consumo, pensões, locação de imóveis, etc.).;-;armazém SIAFI;Elemento de Despesa - Descrição;Execução de Restos a pagar >> Restos a pagar >> Natureza da despesa - Restos a Pagar;;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;restos a pagar;Pesquisa Básica;Favorecido por nome;Fonte de Recursos;;não;não;sim;Origem dos recursos utilizados para realizar esta despesa.;-;armazém SIAFI;Fonte de Recurso - Descrição;Execução de Restos a pagar >> Restos a pagar >> GMIFP - Restos a Pagar;;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;restos a pagar;Pesquisa Básica;Favorecido por nome;Modalidade de Aplicação;;não;não;sim;Indica se os recursos são aplicados diretamente por órgãos ou entidades no âmbito da mesma esfera de Governo ou por outro ente da Federação.;-;armazém SIAFI;Modalidade de Aplicação - Descrição;Execução de Restos a pagar >> Restos a pagar >> GMIFP - Restos a Pagar;;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;restos a pagar;Pesquisa Básica;Favorecido por nome;Item de Despesa;;não;sim;sim;Desdobramento do elemento de despesa (material gráfico, medicamentos, diárias, etc).;-;armazém SIAFI;Item de Despesa - Descrição;Execução de Restos a pagar >> Restos a pagar >> Natureza da despesa - Restos a Pagar;;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;restos a pagar;Pesquisa Básica;Favorecido por nome;Código;;não;não;sim;Código do órgão;-;armazém SIAFI;Unidade Orçamentária - código;Unidade Orçamentária;;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;restos a pagar;Pesquisa Básica;Favorecido por nome;Órgão;;não;não;sim;Nome da unidade orçamentária que executou a despesa.;-;armazém SIAFI;Unidade Orçamentária - nome;Unidade Orçamentária;;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;restos a pagar;Pesquisa Básica;Favorecido por nome;Data;;não;não;sim;Data de registro do documento de empenho no SIAFI (Sistema Integrado de Administração Financeira);-;armazém SIAFI;Data Registro Doc Empenho;Execução de Restos a pagar >> Restos a pagar >> Dados do Empenho- Restos a Pagar;;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;restos a pagar;Pesquisa Básica;Favorecido por nome;Número do documento;;não;sim;sim;Número de identificação do documento de empenho no SIAFI (Sistema Integrado de Administração Financeira);-;armazém SIAFI;Número do Empenho;Execução de Restos a pagar >> Restos a pagar >> Dados do empenho - Restos a Pagar;;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;restos a pagar;Pesquisa Básica;Favorecido por nome;Valor Inscrito processado;;não;não;sim;Restos a pagar processados são aqueles em que a despesa orçamentária percorreu os estágios de empenho e liquidação, restando pendente apenas o estágio do pagamento.;-;armazém SIAFI;Valor Inscrito Processado - Valor Cancelado Processado + Valor Restabelecido Processado;Execução de Restos a pagar >> Restos a pagar ;;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;restos a pagar;Pesquisa Básica;Favorecido por nome;Valor Inscrito não processado;;não;não;sim;Restos a pagar não processados são aqueles em que a despesa orçamentária percorreu os estágios de empenho, restando pendente os estágio de liquidação e pagamento.;-;armazém SIAFI;Valor Inscrito não Processado - Valor Cancelado não Processado + Valor Restabelecido não Processado;Execução de Restos a pagar >> Restos a pagar ;;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;restos a pagar;Pesquisa Básica;Favorecido por nome;Valor Pago no Ano;;não;não;sim;Soma do valor de restos a pagar processados e não processados referentes aos pagamentos efetuados através de movimentações bancárias, escriturais e apropriação contábil da despesa. O efetivo pagamento pode estar pendente de transmissão aos bancos e/ou sujeito a compensação bancária.;-;armazém SIAFI;Valor Pago processado + Valor pago não processado;Execução de Restos a pagar >> Restos a pagar ;;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;restos a pagar;Pesquisa Básica;Favorecido por nome;Valor a pagar;;não;não;sim;Diferença entre os valores de restos a pagar inscritos (processados e não processados) e o valor pago no ano selecionado.;Campo exibido apenas no Portal da Transparência;#NA;CAMPO DISPONÍVEL APENAS NO PORTAL ;;;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;restos a pagar;Formulário de Detalhamento;Empenho da Despesa;Ano de exercício;;não;não;não;;-;armazém SIAFI;Ano de exercício;Período Contábil ;;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;restos a pagar;Formulário de Detalhamento;Empenho da Despesa;Nº do empenho;;não;não;não;;-;armazém SIAFI;Número Empenho;Execução de Restos a pagar >> Restos a pagar >> Dados do Empenho- Restos a Pagar;;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;restos a pagar;Formulário de Detalhamento;Empenho da Despesa;Data do registro do Empenho;;não;não;não;;-;armazém SIAFI;Data Registro Doc Empenho;Execução de Restos a pagar >> Restos a pagar >> Dados do Empenho- Restos a Pagar;;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;restos a pagar;Formulário de Detalhamento;Empenho da Despesa;Data do registro;;não;não;não;;-;armazém SIAFI;Data Registro Doc RestoPagar;Execução de Restos a pagar >> Restos a pagar >> Dados de Restos a Pagar;;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;restos a pagar;Formulário de Detalhamento;Empenho da Despesa;Código Unidade Orçamentária;;não;não;não;;-;armazém SIAFI;Unidade Orçamentária - código;Unidade Orçamentária;;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;restos a pagar;Formulário de Detalhamento;Empenho da Despesa;Unidade Orçamentária;;não;não;não;;-;armazém SIAFI;Unidade Orçamentária - nome;Unidade Orçamentária;;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;restos a pagar;Formulário de Detalhamento;Empenho da Despesa;Código Unidade Executora ;;não;não;não;;-;armazém SIAFI;Unidade Executora - código;Unidade Executora;;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;restos a pagar;Formulário de Detalhamento;Empenho da Despesa;Unidade Executora;;não;não;não;;-;armazém SIAFI;Unidade Executora - nome;Unidade Executora;;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;restos a pagar;Formulário de Detalhamento;Empenho da Despesa;Código Função;;não;não;não;;-;armazém SIAFI;Função - Código;Execução de Restos a pagar >> Restos a pagar >> Programa de Trabalho - Restos a Pagar;;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;restos a pagar;Formulário de Detalhamento;Empenho da Despesa;Função;;não;não;não;;-;armazém SIAFI;Função - Descrição;Execução de Restos a pagar >> Restos a pagar >> Programa de Trabalho - Restos a Pagar;;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;restos a pagar;Formulário de Detalhamento;Empenho da Despesa;Código Subfunção;;não;não;não;;-;armazém SIAFI;Subfunção - Código;Execução de Restos a pagar >> Restos a pagar >> Programa de Trabalho - Restos a Pagar;;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;restos a pagar;Formulário de Detalhamento;Empenho da Despesa;Subfunção;;não;não;não;;-;armazém SIAFI;Subfunção - Descrição;Execução de Restos a pagar >> Restos a pagar >> Programa de Trabalho - Restos a Pagar;;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;restos a pagar;Formulário de Detalhamento;Empenho da Despesa;Código Programa;;não;não;não;;-;armazém SIAFI;Programa - Código;Execução de Restos a pagar >> Restos a pagar >> Programa de Trabalho - Restos a Pagar;;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;restos a pagar;Formulário de Detalhamento;Empenho da Despesa;Programa;;não;não;não;;-;armazém SIAFI;Programa - Descrição;Execução de Restos a pagar >> Restos a pagar >> Programa de Trabalho - Restos a Pagar;;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;restos a pagar;Formulário de Detalhamento;Empenho da Despesa;Código Ação;;não;não;não;;-;armazém SIAFI;Projeto Atividade - Código;Execução de Restos a pagar >> Restos a pagar >> Programa de Trabalho - Restos a Pagar;;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;restos a pagar;Formulário de Detalhamento;Empenho da Despesa;Ação;;não;não;não;;-;armazém SIAFI;Projeto Atividade - Descrição;Execução de Restos a pagar >> Restos a pagar >> Programa de Trabalho - Restos a Pagar;;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;restos a pagar;Formulário de Detalhamento;Empenho da Despesa;Código Categoria Econômica;;não;não;não;;-;armazém SIAFI;Categoria Econômica Despesa - Código;Execução de Restos a pagar >> Restos a pagar >> Natureza da despesa - Restos a Pagar;;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;restos a pagar;Formulário de Detalhamento;Empenho da Despesa;Categoria Econômica;;não;não;não;;-;armazém SIAFI;Categoria Econômica Despesa -Descrição;Execução de Restos a pagar >> Restos a pagar >> Natureza da despesa - Restos a Pagar;;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;restos a pagar;Formulário de Detalhamento;Empenho da Despesa;Código Grupo de Despesa;;não;não;não;;-;armazém SIAFI;Grupo de Despesa - Código;Execução de Restos a pagar >> Restos a pagar >> Natureza da despesa - Restos a Pagar;;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;restos a pagar;Formulário de Detalhamento;Empenho da Despesa;Grupo de Despesa;;não;não;não;;-;armazém SIAFI;Grupo de Despesa - Descrição;Execução de Restos a pagar >> Restos a pagar >> Natureza da despesa - Restos a Pagar;;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;restos a pagar;Formulário de Detalhamento;Empenho da Despesa;Código Elemento de Despesa;;não;não;não;;-;armazém SIAFI;Elemento de Despesa - Código;Execução de Restos a pagar >> Restos a pagar >> Natureza da despesa - Restos a Pagar;;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;restos a pagar;Formulário de Detalhamento;Empenho da Despesa;Elemento de Despesa;;não;não;não;;-;armazém SIAFI;Elemento de Despesa - Descrição;Execução de Restos a pagar >> Restos a pagar >> Natureza da despesa - Restos a Pagar;;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;restos a pagar;Formulário de Detalhamento;Empenho da Despesa;Código Item de Despesa;;não;não;não;;-;armazém SIAFI;Item de Despesa - Código;Execução de Restos a pagar >> Restos a pagar >> Natureza da despesa - Restos a Pagar;;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;restos a pagar;Formulário de Detalhamento;Empenho da Despesa;Item de Despesa;;não;não;não;;-;armazém SIAFI;Item de Despesa - Descrição;Execução de Restos a pagar >> Restos a pagar >> Natureza da despesa - Restos a Pagar;;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;restos a pagar;Formulário de Detalhamento;Empenho da Despesa;Código Modalidade de Aplicação;;não;não;não;;-;armazém SIAFI;Modalidade de Aplicação - Código;Execução de Restos a pagar >> Restos a pagar >> GMIFP - Restos a Pagar;;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;restos a pagar;Formulário de Detalhamento;Empenho da Despesa;Modalidade de Aplicação;;não;não;não;;-;armazém SIAFI;Modalidade de Aplicação - Descrição;Execução de Restos a pagar >> Restos a pagar >> GMIFP - Restos a Pagar;;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;restos a pagar;Formulário de Detalhamento;Empenho da Despesa;Tipo de Empenho;;não;não;não;;Campo não localizado no Armazém;armazém SIAFI;NÃO LOCALIZADO - Tipo de Empenho - Formulário de Empenho;;;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;restos a pagar;Formulário de Detalhamento;Empenho da Despesa;Código Fonte de Recurso;;não;não;não;;-;armazém SIAFI;Fonte de Recurso - Código;Execução de Restos a pagar >> Restos a pagar >> GMIFP - Restos a Pagar;;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;restos a pagar;Formulário de Detalhamento;Empenho da Despesa;Fonte de Recurso;;não;não;não;;-;armazém SIAFI;Fonte de Recurso - Descrição;Execução de Restos a pagar >> Restos a pagar >> GMIFP - Restos a Pagar;;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;restos a pagar;Formulário de Detalhamento;Empenho da Despesa;Código Identificador de procedência e uso;;não;não;não;;-;armazém SIAFI;Procedência - Código;Execução de Restos a pagar >> Restos a pagar >> GMIFP - Restos a Pagar;;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;restos a pagar;Formulário de Detalhamento;Empenho da Despesa;Identificador de procedência e uso;;não;não;não;;-;armazém SIAFI;Procedência - Descrição;Execução de Restos a pagar >> Restos a pagar >> GMIFP - Restos a Pagar;;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;restos a pagar;Formulário de Detalhamento;Empenho da Despesa;Razão Social Credor ;;não;não;não;;-;armazém SIAFI;Razão Social Credor;Execução de Restos a pagar >> Restos a pagar >> Credor- Restos a Pagar;;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;restos a pagar;Formulário de Detalhamento;Empenho da Despesa;CNPJ/CPF;;não;não;não;;-;armazém SIAFI;CNPJ_CPF credor númerico;Execução de Restos a pagar >> Restos a pagar >> Credor- Restos a Pagar;;Diária;Terça a Sábado;Entre 4:30h a 5:30h
